id,cause_of_death,dead_or_missing,route,year,month
2812,authorities related death,1,,2001,1
2813,unknown,1,,2000,9
2814,unknown,12,,2000,9
2815,suicide,1,Western Balkan Route,2000,9
2816,unknown,10,,2000,9
2817,drowning or exhaustion,2,Eastern Mediterranean Route,2000,9
2818,drowning or exhaustion,3,Western Mediterranean Route,2000,9
2819,unknown,4,,2000,9
2820,unknown,9,Western Mediterranean Route,2000,9
2821,drowning or exhaustion,15,Apulia and Calabria Route,2000,9
2822,unknown,2,Eastern Mediterranean Route,2000,8
2823,violent accidental death,1,,2000,8
2824,violent accidental death,1,Circular Route from Greece and Albania,2000,8
2825,drowning or exhaustion,12,Apulia and Calabria Route,2000,8
2826,drowning or exhaustion,5,Central Mediterranean Route,2000,8
2827,drowning or exhaustion,1,,2000,8
2828,drowning or exhaustion,16,Eastern Mediterranean Route,2000,8
2829,drowning or exhaustion,8,Eastern Mediterranean Route,2000,8
2830,drowning or exhaustion,4,Western Mediterranean Route,2000,8
2831,unknown,26,,2000,8
2832,drowning or exhaustion,1,Western Mediterranean Route,2000,8
2833,unknown,4,Western Mediterranean Route,2000,8
2834,suicide,1,,2000,8
2835,unknown,4,Apulia and Calabria Route,2000,8
2836,unknown,10,,2000,8
2837,unknown,10,,2000,8
2838,unknown,9,,2000,8
2839,drowning or exhaustion,2,Apulia and Calabria Route,2000,8
2840,drowning or exhaustion,2,Apulia and Calabria Route,2000,8
2841,unknown,1,Western Mediterranean Route,2000,8
2842,unknown,1,,2000,8
2843,unknown,6,,2000,8
2844,violent accidental death,1,,2000,8
2845,drowning or exhaustion,1,,2000,8
2846,suicide,1,,2000,7
2847,drowning or exhaustion,1,Western African Route,2000,7
2848,drowning or exhaustion,2,Western Mediterranean Route,2000,7
2849,drowning or exhaustion,2,Western Mediterranean Route,2000,7
2850,unknown,4,Western Mediterranean Route,2000,7
2851,drowning or exhaustion,2,Apulia and Calabria Route,2000,7
2852,drowning or exhaustion,1,Western Mediterranean Route,2000,7
2853,drowning or exhaustion,1,Western Mediterranean Route,2000,7
2854,drowning or exhaustion,2,Western Mediterranean Route,2000,7
2855,drowning or exhaustion,1,Western Mediterranean Route,2000,7
2856,drowning or exhaustion,1,,2000,7
2857,drowning or exhaustion,13,Western African Route,2000,7
2858,drowning or exhaustion,1,Western African Route,2000,7
2859,unknown,1,Western Mediterranean Route,2000,7
2860,unknown,1,Apulia and Calabria Route,2000,7
2861,violent accidental death,1,,2000,7
2862,unknown,20,,2000,7
2863,drowning or exhaustion,11,Western Mediterranean Route,2000,7
2864,drowning or exhaustion,3,Western Mediterranean Route,2000,7
2865,drowning or exhaustion,2,Western Mediterranean Route,2000,7
2866,drowning or exhaustion,1,,2000,7
2867,unknown,1,,2000,7
2868,malicious intent,1,Central Mediterranean Route,2000,6
2869,violent accidental death,6,Eastern Mediterranean Route,2000,6
2870,suicide,1,,2000,6
2871,drowning or exhaustion,58,,2000,6
2872,unknown,19,,2000,6
2873,violent accidental death,1,Western Mediterranean Route,2000,6
2874,violent accidental death,1,Western Mediterranean Route,2000,6
2875,drowning or exhaustion,1,Apulia and Calabria Route,2000,6
2876,unknown,2,Apulia and Calabria Route,2000,6
2877,suicide,1,,2000,6
2878,violent accidental death,1,,2000,6
2879,violent accidental death,1,Apulia and Calabria Route,2000,6
2880,violent accidental death,1,Western Mediterranean Route,2000,5
2881,authorities related death,1,Western African Route,2000,5
2882,drowning or exhaustion,6,Western Mediterranean Route,2000,5
2883,drowning or exhaustion,1,,2000,5
2884,authorities related death,9,,2000,5
2885,drowning or exhaustion,2,Western Mediterranean Route,2000,5
2886,drowning or exhaustion,10,Western Mediterranean Route,2000,5
2887,drowning or exhaustion,3,Western Mediterranean Route,2000,5
2888,violent accidental death,6,Western Mediterranean Route,2000,5
2889,violent accidental death,1,Western Mediterranean Route,2000,5
2890,drowning or exhaustion,6,Apulia and Calabria Route,2000,5
2891,drowning or exhaustion,7,Western Mediterranean Route,2000,5
2892,drowning or exhaustion,2,Western Mediterranean Route,2000,5
2893,drowning or exhaustion,32,Western Mediterranean Route,2000,5
2894,drowning or exhaustion,1,Western Mediterranean Route,2000,5
2895,unknown,13,Western Mediterranean Route,2000,5
2896,violent accidental death,1,Eastern Mediterranean Route,2000,5
2897,drowning or exhaustion,1,,2000,5
2898,unknown,12,Western African Route,2000,5
2899,drowning or exhaustion,3,Apulia and Calabria Route,2000,5
2900,drowning or exhaustion,15,Apulia and Calabria Route,2000,5
2901,drowning or exhaustion,1,,2000,5
2902,drowning or exhaustion,1,Western Mediterranean Route,2000,4
2903,unknown,21,Western Mediterranean Route,2000,4
2904,violent accidental death,1,Western Mediterranean Route,2000,4
2905,violent accidental death,1,Apulia and Calabria Route,2000,4
2906,drowning or exhaustion,1,Western Mediterranean Route,2000,4
2907,violent accidental death,1,Western Mediterranean Route,2000,4
2908,drowning or exhaustion,2,Western Mediterranean Route,2000,4
2909,drowning or exhaustion,20,Western Mediterranean Route,2000,4
2910,drowning or exhaustion,20,Western Mediterranean Route,2000,4
2911,drowning or exhaustion,1,Western Mediterranean Route,2000,4
2912,malicious intent,1,Apulia and Calabria Route,2000,4
2913,drowning or exhaustion,1,Eastern Mediterranean Route,2000,4
2914,malicious intent,1,,2000,4
2915,suicide,1,,2000,4
2916,drowning or exhaustion,1,Western Mediterranean Route,2000,4
2917,drowning or exhaustion,1,Western African Route,2000,4
2918,unknown,1,Apulia and Calabria Route,2000,4
2919,drowning or exhaustion,1,Apulia and Calabria Route,2000,4
2920,drowning or exhaustion,5,Western African Route,2000,4
2921,drowning or exhaustion,3,Western African Route,2000,4
2922,violent accidental death,2,Western Mediterranean Route,2000,4
2923,unknown,2,Western Mediterranean Route,2000,4
2924,unknown,1,,2000,4
2925,drowning or exhaustion,1,,2000,4
2926,drowning or exhaustion,1,,2000,4
2927,drowning or exhaustion,2,Western Mediterranean Route,2000,4
2928,drowning or exhaustion,1,Western Mediterranean Route,2000,4
2929,drowning or exhaustion,1,Western Mediterranean Route,2000,4
2930,violent accidental death,1,,2000,4
2931,suicide,1,,2000,4
2932,violent accidental death,2,,2000,4
2933,unknown,1,,2000,4
2934,unknown,1,Western Mediterranean Route,2000,4
2935,unknown,1,,2000,4
2936,drowning or exhaustion,2,Western Mediterranean Route,2000,3
2937,drowning or exhaustion,1,Western Mediterranean Route,2000,3
2938,drowning or exhaustion,9,Eastern Mediterranean Route,2000,3
2939,drowning or exhaustion,5,Western Mediterranean Route,2000,3
2940,unknown,1,,2000,3
2941,malicious intent,1,,2000,3
2942,drowning or exhaustion,3,Western Mediterranean Route,2000,3
2943,drowning or exhaustion,1,,2000,3
2944,drowning or exhaustion,1,Apulia and Calabria Route,2000,3
2945,malicious intent,1,Central Mediterranean Route,2000,3
2946,authorities related death,1,Western Mediterranean Route,2000,3
2947,suicide,1,,2000,3
2948,unknown,4,,2000,3
2949,drowning or exhaustion,1,Western Mediterranean Route,2000,3
2950,drowning or exhaustion,1,,2000,3
2951,drowning or exhaustion,1,Apulia and Calabria Route,2000,3
2952,drowning or exhaustion,12,Western African Route,2000,3
2953,unknown,1,Western Mediterranean Route,2000,3
2954,drowning or exhaustion,2,Western Mediterranean Route,2000,2
2955,violent accidental death,1,Apulia and Calabria Route,2000,2
2956,drowning or exhaustion,1,,2000,2
2957,unknown,2,Apulia and Calabria Route,2000,2
2958,drowning or exhaustion,17,Western African Route,2000,2
2959,drowning or exhaustion,2,Apulia and Calabria Route,2000,2
2960,drowning or exhaustion,2,Western Mediterranean Route,2000,2
2961,suicide,1,,2000,2
2962,violent accidental death,1,,2000,2
2963,drowning or exhaustion,2,Central Mediterranean Route,2000,2
2964,authorities related death,1,,2000,2
2965,drowning or exhaustion,1,,2000,2
2966,drowning or exhaustion,25,Eastern Mediterranean Route,2000,12
2967,drowning or exhaustion,6,Eastern Mediterranean Route,2000,12
2968,drowning or exhaustion,5,Eastern Mediterranean Route,2000,12
2969,drowning or exhaustion,1,Eastern Mediterranean Route,2000,12
2970,drowning or exhaustion,2,Apulia and Calabria Route,2000,12
2971,suicide,1,,2000,12
2972,suicide,1,,2000,12
2973,drowning or exhaustion,1,Eastern Mediterranean Route,2000,12
2974,drowning or exhaustion,1,Western Mediterranean Route,2000,12
2975,unknown,1,Apulia and Calabria Route,2000,12
2976,violent accidental death,1,,2000,12
2977,violent accidental death,1,,2000,12
2978,drowning or exhaustion,8,Western Mediterranean Route,2000,12
2979,drowning or exhaustion,1,Western Mediterranean Route,2000,12
2980,drowning or exhaustion,2,Apulia and Calabria Route,2000,12
2981,drowning or exhaustion,1,Apulia and Calabria Route,2000,12
2982,unknown,3,Apulia and Calabria Route,2000,12
2983,violent accidental death,2,Eastern Mediterranean Route,2000,12
2984,drowning or exhaustion,1,Western Mediterranean Route,2000,12
2985,suicide,1,,2000,12
2986,authorities related death,1,Western Balkan Route,2000,12
2987,suicide,1,,2000,12
2988,drowning or exhaustion,1,,2000,12
2989,drowning or exhaustion,2,Western Mediterranean Route,2000,12
2990,drowning or exhaustion,1,Western Mediterranean Route,2000,12
2991,drowning or exhaustion,1,Western Mediterranean Route,2000,12
2992,drowning or exhaustion,1,Western Mediterranean Route,2000,12
2993,drowning or exhaustion,1,Western Mediterranean Route,2000,12
2994,drowning or exhaustion,27,Western Mediterranean Route,2000,12
2995,suicide,1,,2000,12
2996,drowning or exhaustion,1,,2000,12
2997,drowning or exhaustion,1,,2000,12
2998,drowning or exhaustion,1,Western Mediterranean Route,2000,12
2999,drowning or exhaustion,2,Western Mediterranean Route,2000,12
3000,drowning or exhaustion,3,Western Mediterranean Route,2000,12
3001,drowning or exhaustion,4,Western Mediterranean Route,2000,12
3002,drowning or exhaustion,1,Western Mediterranean Route,2000,12
3003,unknown,2,Western Mediterranean Route,2000,12
3004,drowning or exhaustion,6,Western Mediterranean Route,2000,12
3005,unknown,1,Western Mediterranean Route,2000,12
3006,unknown,1,Circular Route from Greece and Albania,2000,12
3007,unknown,17,,2000,12
3008,unknown,1,Western Mediterranean Route,2000,12
3009,unknown,1,Western Mediterranean Route,2000,11
3010,drowning or exhaustion,1,,2000,11
3011,drowning or exhaustion,1,Western Mediterranean Route,2000,11
3012,unknown,2,Western Balkan Route,2000,11
3013,violent accidental death,1,,2000,11
3014,unknown,2,,2000,11
3015,unknown,1,,2000,11
3016,suicide,1,,2000,11
3017,drowning or exhaustion,1,Western Mediterranean Route,2000,11
3018,unknown,1,Western Mediterranean Route,2000,11
3019,unknown,1,,2000,10
3020,unknown,11,,2000,10
3021,drowning or exhaustion,3,Central Mediterranean Route,2000,10
3022,unknown,1,,2000,10
3023,violent accidental death,2,,2000,10
3024,drowning or exhaustion,1,Apulia and Calabria Route,2000,10
3025,unknown,1,,2000,10
3026,drowning or exhaustion,1,Western Mediterranean Route,2000,10
3027,drowning or exhaustion,1,Western Mediterranean Route,2000,10
3028,violent accidental death,3,Eastern Mediterranean Route,2000,10
3029,drowning or exhaustion,5,,2000,10
3030,drowning or exhaustion,1,,2000,10
3031,drowning or exhaustion,1,,2000,10
3032,drowning or exhaustion,1,,2000,10
3033,unknown,9,,2000,10
3034,unknown,1,,2000,10
3035,malicious intent,1,Central Mediterranean Route,2000,10
3036,suicide,1,,2000,1
3037,suicide,1,,2000,1
3038,suicide,1,,2000,1
3039,suicide,1,,2000,1
3040,drowning or exhaustion,2,Eastern Mediterranean Route,2000,1
3041,drowning or exhaustion,1,Western African Route,2000,1
3042,malicious intent,1,Central Mediterranean Route,2000,1
3043,drowning or exhaustion,1,,2000,1
3044,drowning or exhaustion,1,Western Mediterranean Route,2000,1
3045,drowning or exhaustion,3,Western Mediterranean Route,2000,1
3046,drowning or exhaustion,1,,2000,1
3047,drowning or exhaustion,1,,2000,1
3048,suicide,1,,2000,1
3049,drowning or exhaustion,1,,2000,1
3050,drowning or exhaustion,1,Western Mediterranean Route,2000,1
3051,drowning or exhaustion,2,Central Mediterranean Route,2000,1
3052,authorities related death,1,,2000,1
3053,authorities related death,1,,2000,1
3054,violent accidental death,1,,2000,1
3055,violent accidental death,2,Circular Route from Greece and Albania,2000,1
3056,drowning or exhaustion,1,Western Mediterranean Route,2000,1
3057,drowning or exhaustion,24,Eastern Mediterranean Route,2000,1
3058,drowning or exhaustion,1,Western African Route,2000,1
3059,drowning or exhaustion,2,Western Mediterranean Route,2000,1
3060,unknown,6,Eastern Mediterranean Route,2000,1
3061,drowning or exhaustion,2,Western Mediterranean Route,2000,1
3062,drowning or exhaustion,8,Western Mediterranean Route,2000,1
3063,violent accidental death,1,Apulia and Calabria Route,2000,1
3064,drowning or exhaustion,1,Western Mediterranean Route,2000,1
3065,drowning or exhaustion,1,Western Mediterranean Route,2000,1
3066,violent accidental death,1,Western Mediterranean Route,2000,1
3067,drowning or exhaustion,7,Apulia and Calabria Route,2000,1
3068,violent accidental death,1,Eastern Borders Route,2000,1
3069,drowning or exhaustion,1,Western Mediterranean Route,2000,1
3070,drowning or exhaustion,8,Western Mediterranean Route,2000,1
3071,drowning or exhaustion,1,Western Mediterranean Route,2000,1
3072,violent accidental death,1,,2000,1
3073,suicide,1,,2000,1
3074,drowning or exhaustion,4,Apulia and Calabria Route,2000,1
3075,violent accidental death,2,,2000,1
3076,violent accidental death,5,,2000,1
3077,suicide,1,,2000,1
3078,suicide,1,,2000,1
3079,malicious intent,1,,2000,1
3080,drowning or exhaustion,15,Western Mediterranean Route,2000,1
3081,drowning or exhaustion,1,,2000,1
3082,authorities related death,1,Central Mediterranean Route,,
3083,unknown,1,,,
